x,y,Record_ID,Name,Address,Additonal_Address,City,State,ZIP,Zip4,County,Type,Latitude,Longitude,Incentive_Program,Grantee_Name,ObjectId
-9383593.877,3974150.68847448,1158597,FAMILY DOLLAR STORE 10792,5960 Highway 42,,Rex,GA,30273,1062,CLAYTON,Other,33.592018,-84.294258,,,117517
-9403385.147,3972882.4084068,1029022,Family Dollar 8385,6385 Old National Hwy,,Atlanta,GA,30349,4331,FULTON,Other,33.582527,-84.472046,,,117599
-9367461.457,3972951.75864733,1029036,Dollar General 13019,4995 Highway 155 N,,Stockbridge,GA,30281,2345,HENRY,Other,33.583046,-84.149338,,,117627
-9393070.394,4015552.95929326,1028586,Roswell Food Mart,5345 Roswell Rd,,Atlanta,GA,30342,1914,FULTON,Convenience Store,33.901272,-84.379387,,,117849
-9352588.505,3980615.59332312,1163424,Family Dollar Store 10212,1830 Highway 138 SE,,Conyers,GA,30013,2066,ROCKDALE,Other,33.640381,-84.015732,,,118074
-9373680.877,4000144.37655047,1163425,Family Dollar Store 10681,4615 Rockbridge Rd,,Stone Mountain,GA,30083,4242,DEKALB,Other,33.786308,-84.205208,,,118075
-9388354.233,4006851.88812325,1163793,Brito Supermarket,3020 Buford Hwy NE,,Atlanta,GA,30329,1804,DEKALB,Other,33.836372,-84.337021,,,118129
-9428677.269,4007832.53949256,1249300,Dollar General 16756,4511 Brownsville Rd,,Powder Springs,GA,30127,3004,COBB,Other,33.843689,-84.699249,,,118142
-9396831.101,4002877.20297597,1642327,Shell Food Mart,1892 Howell Mill Rd NW,,Atlanta,GA,30318,2539,FULTON,Convenience Store,33.806709,-84.41317,,,118176
-9370437.361,4042937.78811065,971424,Cherians International Fresh Market,2255 Callaway Ct,Ste 900,Cumming,GA,30041,7565,FORSYTH,Super Store,34.105209,-84.176071,,,118413
-9401813.093,4060734.53729327,1246641,RaceTrac 2331,2017 Cumming Blvd,,Canton,GA,30114,    ,CHEROKEE,Convenience Store,34.23748,-84.457924,,,118464
-9397320.238,3994702.63167861,1248748,Gas Express LLC dba Circle K 153,343 Joseph E Lowery Blvd SW,,Atlanta,GA,30310,1401,FULTON,Convenience Store,33.74567,-84.417564,,,118487
-9391019.333,3993987.75580801,1248883,Kroger 672,800 Glenwood Ave SE,,Atlanta,GA,30316,1814,FULTON,Super Store,33.74033,-84.360962,,,118562
-9414922.856,3999175.23088961,970938,Dollar General 11983,710 Six Flags Dr,,Austell,GA,30168,7006,COBB,Other,33.779072,-84.575691,,,118776
-9368642.779,4020410.8747085,1647394,Ez Market,1804 Beaver Ruin Rd,,Norcross,GA,30071,3810,GWINNETT,Convenience Store,33.937485,-84.15995,,,118778
-9340197.198,4009463.12362091,1640356,Shell Circle K,207 Brand Rd SW,,Loganville,GA,30052,2224,GWINNETT,Convenience Store,33.855854,-83.904419,,,118790
-9374725.499,4026365.58760792,1163110,Sprouts Farmers Market 513,5130 Peachtree Pkwy,Ste 100,Peachtree Corners,GA,30092,2525,GWINNETT,Supermarket,33.981853,-84.214592,,,118869
-9382347.099,3967593.10912596,1247141,138 Fish Market,879 Highway 138 W,,Stockbridge,GA,30281,4261,HENRY,Specialty Store,33.542934,-84.283058,,,118956
-9408650.002,3954788.48679418,973976,Fayette Village Bp,1408 Highway 54 W,,Fayetteville,GA,30214,4554,FAYETTE,Convenience Store,33.44701,-84.519341,,,119029
-9368032.971,4044088.26913567,1194015,Sai Market,3030 Old Atlanta Rd,Ste 100,Cumming,GA,30041,6946,FORSYTH,Other,34.113766,-84.154472,,,119061
-9388525.776,3975234.00180826,1642816,Circle K 191,5690 Jonesboro Rd,,Lake City,GA,30260,3808,CLAYTON,Convenience Store,33.600124,-84.338562,,,119352
-9362328.292,4005324.98928678,1193654,QuikTrip 795R,5065 Stone Mountain Hwy,,Stone Mountain,GA,30087,3410,GWINNETT,Convenience Store,33.824978,-84.103226,,,119494
-9385960.864,3954147.72058623,1193691,Vrajk Llc Dba Jp Lovejoy,11440 Hastings Bridge Rd,,Hampton,GA,30228,6278,CLAYTON,Convenience Store,33.442207,-84.315521,,,119501
-9403977.144,4014331.72883637,974093,Super La Villa,2431 Cobb Pkwy SE,,Smyrna,GA,30080,3011,COBB,Grocery Store,33.892166,-84.477364,,,119537
-9360430.963,4020466.69243527,1193057,Desi Bazar & Halal Meat,2785 Cruse Rd,Ste 10,Lawrenceville,GA,30044,2649,GWINNETT,Grocery Store,33.937901,-84.086182,,,119586
-9377315.903,4019219.31179619,974282,EL RANCHO MARKET,6556 Buford Hwy NE,,Atlanta,GA,30340,1742,GWINNETT,Convenience Store,33.928604,-84.237862,,,119653
-9399378.091,3976669.8896863,974390,Kom Pong Thom Market,5298 Riverdale Rd,,Atlanta,GA,30349,5712,CLAYTON,Grocery Store,33.610867,-84.43605,,,119671
-9424313.545,4035083.01856309,974544,CITGO FOOD MART,3801 Highway 293 N,,Kennesaw,GA,30144,1009,COBB,Convenience Store,34.046764,-84.660049,,,119681
-9388171.669,4011619.22900247,973186,Costco Wholesale 1084,500 Brookhaven Ave NE,,Brookhaven,GA,30319,3291,DEKALB,Super Store,33.871937,-84.335381,,,119932
-9367192.175,4022244.95180878,1523173,Vp Food Mart,4020 Satellite Blvd,,Duluth,GA,30096,    ,GWINNETT,Convenience Store,33.951153,-84.146919,,,119966
-9398768.394,3985879.70621075,1523180,Food Mart,1270 Cleveland Ave,,Atlanta,GA,30344,3434,FULTON,Convenience Store,33.679741,-84.430573,,,119977
-9366674.985,4029121.20362498,1523513,Chevron Food Mart,3056 Buford Hwy,,Duluth,GA,30096,3324,GWINNETT,Convenience Store,34.002377,-84.142273,,,120014
-9393234.257,3964313.04578722,1524238,Big H ,335 Flint River Rd,,Jonesboro,GA,30238,4774,CLAYTON,Convenience Store,33.518372,-84.380859,,,120117
-9413905.395,3999056.70501231,1645732,Magania Market,366 Riverside Pkwy,Ste 200,Austell,GA,30168,7354,COBB,Convenience Store,33.778187,-84.566551,,,120118
-9416617.25,4036511.51281283,1524257,Euro Bazar Llc,4200 Wade Green Rd NW,Ste 212,Kennesaw,GA,30144,1808,COBB,Grocery Store,34.057396,-84.590912,,,120140
-9349462.208,3984467.81562121,1228191,Race Trac 2330,1744 Highway 138 NE,,Conyers,GA,30013,1262,ROCKDALE,Convenience Store,33.669186,-83.987648,,,120172
-9389746.172,3990729.60996136,1229984,Ans Three D Inc 0,1401 Moreland Ave Se,Ste A,Atlanta,GA,30316,3191,FULTON,Convenience Store,33.715988,-84.349525,,,120217
-9402895.898,4018251.63571331,1229230,Rio Supermarket,1275 Powers Ferry Rd Se,Ste 200,Marietta,GA,30067,9487,COBB,Grocery Store,33.921391,-84.467651,,,120509
-9352393.139,3980992.53397336,1225790,Chevron Station #767,1776 Highway 138 SE,,Conyers,GA,30013,1282,ROCKDALE,Convenience Store,33.6432,-84.013977,,,120633
-9415596.339,4027970.75638476,1523938,Pack N Sack Food Mart Llc,1647 Cobb Pkwy NW,,Kennesaw,GA,30152,4576,COBB,Convenience Store,33.993809,-84.581741,,,120764
-9391398.153,4022734.38403013,1523969,North Springs,7325 Roswell Rd,,Atlanta,GA,30328,1421,FULTON,Convenience Store,33.9548,-84.364365,,,120855
-9389748.732,4026266.24533812,1523457,Chevron,8295 Roswell Rd,,Atlanta,GA,30350,2807,FULTON,Convenience Store,33.981113,-84.349548,,,120884
-9375777.802,4045428.60462757,1271230,Speedway 8495,910 McFarland Pkwy,,Alpharetta,GA,30004,5883,FORSYTH,Convenience Store,34.123734,-84.224045,,,121057
-9424550.544,4022380.62724391,1271365,Sprouts Farmers Market 526,3805 Dallas Hwy,Ste 200,Marietta,GA,30064,    ,COBB,Supermarket,33.952164,-84.662178,,,121076
-9390450.267,3997738.67263631,1131391,Freedom Farmers' Market,453 Freedom Pkwy NE,,Atlanta,GA,30307,1406,FULTON,Farmers and Markets,33.768345,-84.35585,,,121215
-9364506.704,3942327.45566695,1131992,JP Locust Grove 214,4841 Bill Gardner Pkwy,,Locust Grove,GA,30248,3644,HENRY,Convenience Store,33.353558,-84.122795,,,121261
-9407253.722,4020444.15062817,1034629,Nazareth Grocery,585 Franklin Rd SE,Ste 209C,Marietta,GA,30067,7760,COBB,Grocery Store,33.937733,-84.506798,,,121382
-9390074.008,4019821.71913137,1034714,West End Farmers Market ATL,1354 Abernathy Blvd,,Atlanta,GA,30310,    ,FULTON,Farmers and Markets,33.933094,-84.35247,,,121503
-9385096.357,3985484.27911553,1032603,DOLLAR GENERAL 13055,2847 Bouldercrest Rd,,Ellenwood,GA,30294,1014,DEKALB,Other,33.676785,-84.307755,,,121687
-9349531.004,4022938.64464616,1270904,Valero Food Mart,108 E Crogan St,,Lawrenceville,GA,30046,4950,GWINNETT,Convenience Store,33.956322,-83.988266,,,121804
-9365887.733,4000051.9586313,1031972,CVS Pharmacy 2116,7207 Rockbridge Rd,,Stone Mountain,GA,30087,6320,DEKALB,Other,33.785618,-84.135201,,,121833
-9411015.208,4019544.25897919,1271019,Atlanta Road Grocery,940 Atlanta Rd SE,,Marietta,GA,30060,3427,COBB,Convenience Store,33.931026,-84.540588,,,121884
-9410201.573,4012217.0795693,1035874,Kroger 699,3240 S Cobb Dr,,Smyrna,GA,30080,    ,COBB,Super Store,33.876396,-84.533279,,,122002
-9428178.781,4008490.10676441,1035633,SKI 2 Food Mart,4321 Brownsville Rd,,Powder Springs,GA,30127,3142,COBB,Convenience Store,33.848595,-84.694771,,,122025
-9385644.048,3979152.74189395,1037410,Exxon Food Mart,2360 Anvil Block Rd,,Ellenwood,GA,30294,2218,CLAYTON,Convenience Store,33.62944,-84.312675,,,122055
-9374488.5,4001994.09700178,1167864,Chevron Food Mart,5517 Memorial Dr,,Stone Mountain,GA,30083,3243,DEKALB,Convenience Store,33.800117,-84.212463,,,122115
-9377441.583,4002565.05367994,1167938,Stop & Save,935 N Indian Creek Dr,Ste A,Clarkston,GA,30021,2292,DEKALB,Convenience Store,33.804379,-84.238991,,,122126
-9388442.509,3968863.87999812,1168698,Dollar General 14975,1575 Battlecreek Rd,,Jonesboro,GA,30236,7980,CLAYTON,Other,33.552448,-84.337814,,,122259
-9397306.658,3986090.93620066,1168715,Walmart Supercenter 6998,844 CLEVELAND AVE,,EAST POINT,GA,30344,2907,FULTON,Super Store,33.68132,-84.417442,,,122268
-9399036.674,3983112.67064383,1036143,Shell Food Mart,1338 Virginia Ave,,Atlanta,GA,30344,5214,FULTON,Convenience Store,33.659054,-84.432983,,,122296
-9426115.808,4011911.7817128,1272531,DOLLARTREE 7142,3285 New Macland Rd,,Powder Springs,GA,30127,1742,COBB,Other,33.874119,-84.676239,,,122363
-9401960.035,3984815.72254646,1273661,BP Food Shop,3067 Washington Rd,,East Point,GA,30344,4565,FULTON,Convenience Store,33.671787,-84.459244,,,122387
-9382744.621,4001168.39014693,1273995,Sprouts Farmers Market 525,2551 Blackmon Dr,,Decatur,GA,30033,6109,DEKALB,Supermarket,33.793953,-84.286629,,,122435
-9384779.541,3990496.347068,1274012,Arf Food Llc,2560 Flat Shoals Rd,,Decatur,GA,30034,1026,DEKALB,Convenience Store,33.714245,-84.304909,,,122441
-9426597.376,4038728.1027119,1036949,Race Trac 618,5001 Cherokee St,,Acworth,GA,30101,4907,COBB,Convenience Store,34.073891,-84.680565,,,122468
-9424276.253,4032977.95519278,1272625,Texaco Food Mart,3129 Cobb Pkwy Nw,,Kennesaw,GA,30152,1013,COBB,Convenience Store,34.031094,-84.659714,,,122524
-9384461.056,3974129.84110384,1271647,Discount Food Mart,5957 Mount Zion Blvd,,Ellenwood,GA,30294,4018,CLAYTON,Convenience Store,33.591862,-84.302048,,,122571
-9380046.348,4001405.48677604,1271694,Family Dollar 11635,3460 E Ponce de Leon Ave,,Scottdale,GA,30079,1237,DEKALB,Other,33.795723,-84.26239,,,122606
-9378645.058,4008195.09484504,1272741,ALDI 76005,4135 Lavista Rd,,Tucker,GA,30084,    ,DEKALB,Supermarket,33.846394,-84.249802,,,122676
-9375135.711,4022866.44172444,1274408,Speedway 4103,5660 Peachtree Industrial Blvd,,Norcross,GA,30071,1496,GWINNETT,Convenience Store,33.955784,-84.218277,,,122761
-9376976.156,4022284.80881688,1272135,ALDI 76002,6135 Peachtree Pkwy,Ste 302,Peachtree Corners,GA,30092,3360,GWINNETT,Supermarket,33.95145,-84.23481,,,122945
-9416951.876,4004063.98377154,1273513,Topmart Llc,1338 Veterans Memorial Hwy SW,Ste 120,Mableton,GA,30126,3116,COBB,Supermarket,33.815567,-84.593918,,,122988
-9386442.432,4034206.15263092,1272297,QuikTrip 843,1590 Mansell Rd,,Alpharetta,GA,30009,4709,FULTON,Convenience Store,34.040237,-84.319847,,,122993
-9381886.793,4038061.13185431,1169781,Whole Foods Market 10488,2800 Old Milton Pkwy,,Alpharetta,GA,30009,2201,FULTON,Super Store,34.068928,-84.278923,,,123053
-9362199.162,4022362.10765332,1164118,Sweetwater Texaco Hop In,2920 Old Norcross Rd,Ste A,Duluth,GA,30096,4952,GWINNETT,Convenience Store,33.952026,-84.102066,,,123065
-9412904.077,4036510.97534714,1164379,RaceTrac 2359,4331 Bells Ferry Rd NW,,Kennesaw,GA,30144,1303,COBB,Convenience Store,34.057392,-84.557556,,,123105
-9393551.962,3977221.00912983,1395470,Texaco Food Mart,5111 Old Dixie Hwy,,Forest Park,GA,30297,6623,CLAYTON,Convenience Store,33.61499,-84.383713,,,123112
-9344709.534,4025638.52958637,1168806,Hwy 29 Shell Food Mart,1205 Winder Hwy,Ste A,Dacula,GA,30019,2261,GWINNETT,Convenience Store,33.976437,-83.944954,,,123118
-9365467.279,4053292.54399268,1166054,Dollar Tree 5702,1250 Market Place Blvd,,Cumming,GA,30041,7923,FORSYTH,Other,34.182194,-84.131424,,,123274
-9394470.905,3967405.19009728,1164637,Family Dollar Store 10699,50 Highway 138,,Riverdale,GA,30274,    ,CLAYTON,Other,33.541527,-84.391968,,,123293
-9363681.158,4050528.11071472,1164707,ALDI 76034,1760 Buford Hwy,,Cumming,GA,30041,8200,FORSYTH,Supermarket,34.161648,-84.115379,,,123320
-9363036.618,3989875.54021181,1169073,Family Dollar 470,6871 Main St,,Lithonia,GA,30058,4502,DEKALB,Other,33.709606,-84.109589,,,123497
-9385431.762,3986644.11228398,1275525,Pilot Travel Center 331,2605 Bouldercrest,,Atlanta,GA,30316,    ,FULTON,Convenience Store,33.685455,-84.310768,,,123540
-9402709.994,3968690.09909838,1275619,KA11,2275 Jonesboro Rd,,Fairburn,GA,30213,3241,FULTON,Convenience Store,33.551147,-84.465981,,,123708
-9363538.558,3989471.27768264,1276229,Kinsy Tropical Mart,7535 Covington Hwy,Ste B,Lithonia,GA,30058,7477,DEKALB,Grocery Store,33.706585,-84.114098,,,123869
-9370851.024,3952993.15023151,1638373,Little Guyana Caribbean Grocery Shop ,148 Willow Ln,,McDonough,GA,30253,8986,HENRY,Grocery Store,33.433552,-84.179787,,,123892
-9369811.411,3950293.99923988,1647586,Dollar General 30323,2060 Avalon Pkwy,,McDonough,GA,30253,7390,HENRY,Other,33.413315,-84.170448,,,123905
-9363533.437,4057150.23239964,1165909,Costco Wholesale 1175,1211 Bald Ridge Marina Rd,,Cumming,GA,30041,    ,FORSYTH,Super Store,34.210857,-84.114052,,,123960
-9399293.154,3955475.58554635,1276869,Dollar General Store 17568,140 Weatherly Dr,,Fayetteville,GA,30214,1788,FAYETTE,Other,33.45216,-84.435287,,,124025
-9410438.573,4022160.40710056,1171242,Texaco Food Mart,574 Roswell St Se,,Marietta,GA,30060,2150,COBB,Convenience Store,33.950523,-84.535408,,,124033
-9381255.723,4001042.20851593,1171773,Dollar Tree 1031,2863 N Decatur Rd,,Decatur,GA,30033,5911,DEKALB,Other,33.793011,-84.273254,,,124089
-9403577.952,3995788.41781332,1171796,Dollar Tree 5779,2630 Martin Luther King,,Atlanta,GA,30311,    ,FULTON,Other,33.75378,-84.473778,,,124098
-9393618.977,3999006.08077354,1250713,QuikTrip 1700,855 Peachtree St,,Atlanta,GA,30308,    ,FULTON,Convenience Store,33.777809,-84.384315,,,124126
-9359814.364,3977848.75332572,1312474,Fatima & Mohan Inc,2910 Highway 212 SW,,Conyers,GA,30094,3355,ROCKDALE,Convenience Store,33.619686,-84.080643,,,124152
-9378780.868,4018562.20076669,1170386,Gwinnett Convenience Store,6942 Buford Hwy NE,,Atlanta,GA,30340,1410,DEKALB,Convenience Store,33.923706,-84.251022,,,124395
-9405410.716,3981844.87451441,1313348,Washington Food Mart,3887 Washington Rd,,Atlanta,GA,30344,6277,FULTON,Convenience Store,33.649574,-84.490242,,,124400
-9424689.805,3965745.8389044,1277015,Shell Food Mart,400 Carlton Rd,Ste B,Palmetto,GA,30268,8101,FULTON,Convenience Store,33.529102,-84.663429,,,124459
-9372645.605,4014879.16084593,1249578,Ivoire Market And Cuisine,1210 Rockbridge Rd,Ste L,Norcross,GA,30093,    ,GWINNETT,Grocery Store,33.896248,-84.195908,,,124496
-9377788.121,4003603.48537132,1249685,Deorali Grocery,926 Montreal Rd,Ste 4A,Clarkston,GA,30021,1368,DEKALB,Grocery Store,33.81213,-84.242104,,,124505
-9361299.812,4011069.94194002,1249753,Lilburn Food Mart,4090 Five Forks Trickum Rd SW,,Lilburn,GA,30047,3130,GWINNETT,Convenience Store,33.86784,-84.093987,,,124516
-9437826.841,3996546.92244744,1169971,Dollar General 15244,6307 Cedar Mountain Rd,,Douglasville,GA,30134,3504,DOUGLAS,Other,33.759445,-84.781441,,,124634
-9404308.32,4007046.75188993,1312039,Bengal Green Enterprises,4725 S Atlanta Road Se,Ste 105,Atlanta,GA,30339,1544,FULTON,Convenience Store,33.837826,-84.480339,,,124758
-9425554.424,3981913.20890955,1638885,3939 Food Inc,3939 Cascade Palmetto Hwy,,Fairburn,GA,30213,1856,FULTON,Convenience Store,33.650085,-84.671196,,,124764
-9370727.014,3984723.42787312,1641145,Panola Bp,3860 Panola Rd,Ste A,Stonecrest,GA,30038,3873,DEKALB,Convenience Store,33.671097,-84.178673,,,124787
-9351260.129,4018030.55610023,1643422,J.M. Tull Gwinnett Family Y Health And Harvest,2985 Sugarloaf Pkwy,,Lawrenceville,GA,30045,8319,GWINNETT,Farmers and Markets,33.919743,-84.003799,,,124792
-9417813.044,4016390.97103663,1313215,Phoenix Business Group,1655 Powder Springs Rd SW,,Marietta,GA,30064,4145,COBB,Convenience Store,33.90752,-84.601654,,,124863
-9403446.261,3995762.97898555,1277554,Mlk Westland Bp Inc.,2595 Martin Luther King Jr Dr SW,,Atlanta,GA,30311,1715,FULTON,Convenience Store,33.75359,-84.472595,,,124957
-9351392.711,4042788.02036382,1343942,Los Paisanos Mercados,1859 Buford Hwy,Ste A,Buford,GA,30518,3644,GWINNETT,Grocery Store,34.104095,-84.00499,,,125083
-9412240.835,4041329.56844229,1344048,Trefoil Gardens,122 Bascomb Dr,,Woodstock,GA,30189,3542,CHEROKEE,Farmers and Markets,34.093246,-84.551598,,,125097
-9400798.193,3957209.25702038,1172500,Family Dollar 11060,905B Glynn St N,,Fayetteville,GA,30214,7375,FAYETTE,Other,33.465153,-84.448807,,,125310
-9374521.673,4037235.2333732,975479,Dollar Tree 1967,11585 Jones Bridge Rd,Ste 320,Alpharetta,GA,30022,8130,FULTON,Other,34.062782,-84.212761,,,125334
-9356716.899,4033744.97536829,975485,Dollar Tree 2033,3255 Lawrenceville Suwanee Rd,Ste. E,Suwanee,GA,30024,    ,GWINNETT,Other,34.036804,-84.052818,,,125357
-9403101.505,4062789.39632767,1342836,Murphy Express 8801,1556 Riverstone Pkwy,,Canton,GA,30114,2818,CHEROKEE,Convenience Store,34.252739,-84.469498,,,125406
-9386834.833,3954522.33037635,975136,Citgo Food Mart,11350 Tara Blvd,,Hampton,GA,30228,6229,HENRY,Convenience Store,33.445015,-84.323372,,,125459
-9350233.43,4040620.50759496,1342435,Lucky Buford Bp Inc.,3933 Buford Dr,,Buford,GA,30518,4959,GWINNETT,Convenience Store,34.087971,-83.994576,,,125465
-9369689.962,3991707.27790706,1342491,Murphy Express 8785,6076 Covington Hwy,,Decatur,GA,30035,3801,DEKALB,Convenience Store,33.723293,-84.169357,,,125549
-9433035.093,3996032.09786213,975578,R & R Superette,13001 Veterans Memorial Hwy,,Douglasville,GA,30134,1639,DOUGLAS,Convenience Store,33.7556,-84.738396,,,125553
-9410664.44,4011208.56840641,975248,Citgo Quick Food Mart,540 Concord Rd SE,,Smyrna,GA,30082,2608,COBB,Convenience Store,33.868874,-84.537437,,,125593
-9419904.848,4013144.95616807,975390,Dollar General 12715,2200 Powder Springs Rd SW,Ste 130,Marietta,GA,30064,4366,COBB,Other,33.883316,-84.620445,,,125791
-9435794.481,3989073.5860835,975397,Circle K Store 1882,5785 Stewart Mill Rd,,Douglasville,GA,30135,3435,DOUGLAS,Convenience Store,33.703613,-84.763184,,,125825
-9377756.617,4021727.89689975,975429,Family Dollar Store 8331,7050 Jimmy Carter Blvd,,Norcross,GA,30092,3257,GWINNETT,Other,33.9473,-84.241821,,,125959
-9407647.793,3994065.39934738,1343411,490 Fairburn Rd Llc 0,490 Fairburn Rd SW,,Atlanta,GA,30331,8650,FULTON,Convenience Store,33.74091,-84.510338,,,125961
-9373990.901,4015173.80866629,976626,DOLLAR TREE 865,201 N Norcross Tucker Rd,,Norcross,GA,30093,1921,GWINNETT,Other,33.898445,-84.207993,,,126223
-9351766.41,4006388.73142821,1278290,Koala 8,3125 Lenora Church Rd,,Snellville,GA,30039,4801,GWINNETT,Convenience Store,33.832916,-84.008347,,,126454
-9411061.071,3999733.59129785,1279115,Lodhi 9 Food Mart Llc,6960 Mableton Pkwy SE,,Mableton,GA,30126,4506,COBB,Convenience Store,33.783241,-84.541,,,126597
-9411471.283,4043058.38350153,977134,CVS PHARMACY 2236,1600 Town Lake Parkway,,Woodstock,GA,30189,    ,CHEROKEE,Other,34.106106,-84.544685,,,126654
-9372062.069,4020597.11376379,977684,Sommys Food Mart,2331 Beaver Ruin Rd,,Norcross,GA,30071,3227,GWINNETT,Convenience Store,33.938873,-84.190666,,,126743
-9373347.03,4019929.18979171,978111,Mitchell Food Mart,5646 Everglades Trl,,Norcross,GA,30071,3076,GWINNETT,Convenience Store,33.933895,-84.202209,,,126900
-9355720.701,4002901.71978283,976603,Dollar Tree 3672,3425 Centerville Hwy,Ste 2A,Snellville,GA,30039,3128,GWINNETT,Other,33.806892,-84.043869,,,126942
-9376890.329,4000336.58141938,1640143,Elsa Mart,4848 Memorial Dr,,Stone Mountain,GA,30083,4146,DEKALB,Other,33.787743,-84.234039,,,127052
-9407336.878,3972959.37517316,1230860,Gas Express LLC dba Circle K 165,3601 Flat Shoals Rd,,Union City,GA,30291,    ,FULTON,Convenience Store,33.583103,-84.507545,,,127132
-9378363.086,3993649.20933769,1314931,Southeast Meat & Produce,4185 Glenwood Rd,,Decatur,GA,30032,4727,DEKALB,Grocery Store,33.737801,-84.247269,,,127408
-9415080.039,3967493.87360736,1315120,Race Trac 415,7845 Senoia Rd,,Fairburn,GA,30213,2854,FULTON,Convenience Store,33.542191,-84.577103,,,127463
-9361287.01,4035226.50481308,1199360,Aldi 33,1165 Peachtree Industrial Blvd,,Suwanee,GA,30024,    ,GWINNETT,Supermarket,34.047832,-84.093872,,,127518
-9366971.428,4015478.25476179,1313670,DOLLAR GENERAL 18593,620 Indian Trail Lilburn Rd NW,,Lilburn,GA,30047,    ,GWINNETT,Other,33.900715,-84.144936,,,127559
-9418021.99,4016151.01549611,1197052,Dollar Tree 5996,1733 Powder Springs Rd SW,,Marietta,GA,30064,4863,COBB,Other,33.905731,-84.603531,,,127572
-9374453.768,3959522.02410033,1314163,Jodeco Bp,3148 Jodeco Rd,,Mcdonough,GA,30253,5395,HENRY,Convenience Store,33.482483,-84.212151,,,127590
-9410358.756,3988062.02343448,1197278,Family Dollar 10677,4472 Campbellton Rd SW,,Atlanta,GA,30331,6504,FULTON,Other,33.696053,-84.534691,,,127796
-9406738.201,4007749.70960313,1200477,Sprouts Famers Market 518,4330 E West Connector SE,,Smyrna,GA,30082,4821,COBB,Supermarket,33.843071,-84.502167,,,127937
-9399012.963,4026156.16437357,1231487,Sprouts Farmers Market 521,4101 Roswell Rd,Ste 700,Marietta,GA,30062,6291,COBB,Supermarket,33.980293,-84.43277,,,128025
-9387084.523,3955196.60519143,1232124,Food Depot 62,11155 Tara Blvd,,Hampton,GA,30228,1672,HENRY,Supermarket,33.450069,-84.325615,,,128062
-9403176.2,4062760.57536031,1231987,QuikTrip 1714,1490 Riverstone Pkwy,,Canton,GA,30114,5605,CHEROKEE,Convenience Store,34.252525,-84.470169,,,128079
-9409531.541,4032747.85920631,1345047,Canton Food Mart Usa,3190 Canton Rd,Suite C,Marietta,GA,30066,3813,COBB,Convenience Store,34.029381,-84.52726,,,128109
-9391678.344,4002814.90640753,1232145,Sprouts Farmers Market 519,1845 Piedmont Ave NE,Apt 500,Atlanta,GA,30324,5141,FULTON,Supermarket,33.806244,-84.366882,,,128128
-9404752.484,3987265.81496284,1317827,Family Dollar 11892,2925 Headland Dr,,Atlanta,GA,30344,1906,FULTON,Other,33.690102,-84.484329,,,128206
-9349312.706,3984568.26748236,1344745,Conyers Shell,1800 Highway 138 NE,,Conyers,GA,30013,1202,ROCKDALE,Convenience Store,33.669937,-83.986305,,,128271
-9365711.069,4052962.99940803,1344379,Clipper 74,901 Buford Highway,,Cumming,GA,30041,    ,FORSYTH,Convenience Store,34.179745,-84.133614,,,128334
-9424722.088,4036166.06197306,1318519,Knock On Wood Llc,4138 S Main St,Ste B,Acworth,GA,30101,5676,COBB,Convenience Store,34.054825,-84.663719,,,128462
-9365360.301,4030134.92330508,1318154,DOLLAR GENERAL 18893,2696 Buford Hwy,,Duluth,GA,30096,    ,GWINNETT,Other,34.009926,-84.130463,,,128641
-9354564.76,4043004.47169162,1573280,Sabor Latino Abarrotes,4955 Alton Tucker Blvd,Ste 500,Sugar Hill,GA,30518,6732,GWINNETT,Grocery Store,34.105705,-84.033485,,,128795
-9378940.611,3990572.89638824,1318375,Cherry Stone Llc 1,2501 Columbia Dr,Ste B,Decatur,GA,30034,1704,DEKALB,Convenience Store,33.714817,-84.252457,,,128875
-9346937.26,4044648.29178695,1281879,The Produce Patch,4363 Thompson Mill Rd,,Buford,GA,30519,3741,GWINNETT,Specialty Store,34.117931,-83.964966,,,129294
-9397441.688,3986034.88429259,1282182,Larrys Quick Stop 1,2717 Sylvan Rd,,Atlanta,GA,30344,3717,FULTON,Convenience Store,33.680901,-84.418655,,,129346
-9400916.192,4004461.65919307,1282404,Publix 1226,2275 Marietta Blvd NW,,Atlanta,GA,30318,2019,FULTON,Supermarket,33.818535,-84.449867,,,129411
-9406335.559,3974718.66019299,1282441,Dollar General 17866,3300 Royal South Pkwy,,Atlanta,GA,30349,    ,FULTON,Other,33.596268,-84.49855,,,129423
-9380848.071,3989901.63510395,1282705,Family Dollar 11824,2942 Rainbow Dr,,Decatur,GA,30034,1605,DEKALB,Other,33.709801,-84.269592,,,129560
-9418258.878,4033424.72809274,1175649,Rk Market,3338 Cherokee St Nw,Ste B,Kennesaw,GA,30144,1922,COBB,Convenience Store,34.03442,-84.605659,,,129576
-9406615.861,4007878.51168001,1175684,QuikTrip 1702,4495 S Cobb Dr SE,,Smyrna,GA,30080,6957,COBB,Convenience Store,33.844032,-84.501068,,,129622
-9404924.918,4061854.90706873,1174901,ALDI 45,553 Riverstone Pkwy,,Canton,GA,30114,5222,CHEROKEE,Supermarket,34.2458,-84.485878,,,129648
-9377784.67,4008364.24659254,1280766,Sprouts Farmers Market 527,4310 Lavista Rd,Ste A200,Tucker,GA,30084,    ,DEKALB,Supermarket,33.847656,-84.242073,,,129664
