x,y,Record_ID,Name,Address,Additonal_Address,City,State,ZIP,Zip4,County,Type,Latitude,Longitude,Incentive_Program,Grantee_Name,ObjectId
-9366369.19,4056076.09049219,931104,Carniceria Hernandez,310 Veterans Memorial Blvd,,Cumming,GA,30040,2644,FORSYTH,Super Store,34.202877,-84.139526,,,71269
-9366864.339,4022454.8401075,931256,Super Carniceria Jalisco 2,3900 Satellite Blvd,Ste 101,Duluth,GA,30096,1861,GWINNETT,Grocery Store,33.952717,-84.143974,,,71275
-9431621.781,3995355.42987298,929708,Walgreens 10246,5864 Fairburn Rd,,Douglasville,GA,30134,2301,DOUGLAS,Other,33.750546,-84.7257,,,71422
-9381976.85,4001740.64528951,747462,CHERIANS,751 Dekalb Industrial Way,,Decatur,GA,30033,5747,DEKALB,Other,33.798225,-84.279732,,,71512
-9384975.686,4062155.89065722,747620,DOLLAR GENERAL 6740,11351 Cumming Hwy,,Canton,GA,30115,8113,CHEROKEE,Other,34.248035,-84.306671,,,71531
-9382132.252,4014840.80488336,922935,Dollar Tree 4231,5223 Buford Hwy NE,,Atlanta,GA,30340,1106,DEKALB,Other,33.895962,-84.281128,,,71739
-9390625.262,4039456.53382333,752585,PUBLIX 1019,270 Rucker Rd,,Alpharetta,GA,30004,4045,FULTON,Supermarket,34.079311,-84.357422,,,72091
-9407451.537,3996910.05838412,880933,Prime Chevron,3660 Martin Luther King Jr Dr SW,,Atlanta,GA,30331,3740,FULTON,Convenience Store,33.762157,-84.508575,,,72380
-9409074.575,4028171.48549623,932047,Chevron Food Mart NA,1023 Sandy Plains Rd,,Marietta,GA,30066,6537,COBB,Convenience Store,33.995304,-84.523155,,,72388
-9371295.189,4020080.67012944,752841,SUPER MERCADO JALISCO 1,2175 Beaver Ruin Rd,,Norcross,GA,30071,3339,GWINNETT,Super Store,33.935024,-84.183777,,,72603
-9396273.947,3985990.47104151,932446,Walgreens 11488,2711 Metropolitan Pkwy SW,,Atlanta,GA,30315,7913,FULTON,Other,33.680569,-84.408165,,,72857
-9389560.268,3996232.26748648,753070,KROGER 461,1225 Caroline St NE,,Atlanta,GA,30307,2705,DEKALB,Super Store,33.757095,-84.347855,,,72887
-9365919.904,4021868.66556435,754083,Gwinnett International Farmers Market,3825 Shackleford Rd,,Duluth,GA,30096,8269,GWINNETT,Super Store,33.948349,-84.13549,,,72912
-9376662.792,4036141.47368961,932563,Walgreens 05903,4395 Kimball Bridge Rd,,Alpharetta,GA,30022,4409,FULTON,Other,34.054642,-84.231995,,,72987
-9356266.835,4033003.47692524,946865,Chevron Food Mart n/a,3033 Lawrenceville Suwanee Rd,,Suwanee,GA,30024,2411,GWINNETT,Convenience Store,34.031284,-84.048775,,,73409
-9353934.58,4020062.82513144,946923,Dollar Tree 362,65 Lawrenceville Suwanee Rd,Ste 10,Lawrenceville,GA,30044,4629,GWINNETT,Other,33.934891,-84.027824,,,73424
-9375724.257,3976261.94728012,859108,Chevron Food Mart,630 Fairview Rd,,Stockbridge,GA,30281,1036,HENRY,Convenience Store,33.607815,-84.223564,,,73463
-9401729.826,4060289.78658249,881877,Target Store 2476,2022 Cumming Hwy,,Canton,GA,30114,8071,CHEROKEE,Super Store,34.234177,-84.457176,,,73633
-9363521.526,3989465.65744978,858072,CVS Pharmacy 4595,7550 Covington Hwy,,Lithonia,GA,30058,7402,DEKALB,Other,33.706543,-84.113945,,,73721
-9405316.429,4061634.59484193,881604,Tienda y Carniceria Mi Pueblo,180 Riverstone Pkwy,Ste 120,Canton,GA,30114,6404,CHEROKEE,Grocery Store,34.244164,-84.489395,,,73904
-9405583.15,4059833.60870194,881656,Family Dollar Store 4697,241 Marietta Rd,,Canton,GA,30114,3322,CHEROKEE,Other,34.230789,-84.491791,,,73925
-9369047.871,4017361.17242439,881694,Family Dollar Store 8049,1250 Tech Dr,Ste 480,Norcross,GA,30093,2501,GWINNETT,Other,33.914753,-84.163589,,,73935
-9385435.992,3972934.38764234,1289438,La Consentida3,2423 Lake Harbin Rd,Ste E,Morrow,GA,30260,2024,CLAYTON,Grocery Store,33.582916,-84.310806,,,74469
-9370619.145,4019786.43248082,1289510,QuikTrip 703R,2040 Beaver Ruin Rd,,Norcross,GA,30071,3771,GWINNETT,Convenience Store,33.932831,-84.177704,,,74510
-9365829.958,3954614.91742837,1289578,A & B Ventures - Dba  T & T Meats,399 Keys Ferry St,,McDonough,GA,30253,3379,HENRY,Specialty Store,33.445709,-84.134682,,,74567
-9408648.221,4040110.81759328,1289616,Mi Favorita,9740 Main St,Ste 294,Woodstock,GA,30188,3966,CHEROKEE,Grocery Store,34.084179,-84.519325,,,74586
-9410441.133,4042523.98220875,903987,Walgreens 9749,950 Towne Lake Pkwy,,Woodstock,GA,30189,1601,CHEROKEE,Other,34.102131,-84.535431,,,74596
-9404897.756,4013131.68110232,1291148,Shell Express,2370 Spring Rd SE,,Smyrna,GA,30080,2675,COBB,Convenience Store,33.883217,-84.485634,,,74612
-9354668.398,4020483.46464204,904014,Walgreens 5896,1556 Lawrenceville Hwy,,Lawrenceville,GA,30044,4601,GWINNETT,Other,33.938026,-84.034416,,,74640
-9349478.35,4033591.29853907,904018,Walgreens 6088,2365 Buford Dr,,Lawrenceville,GA,30043,2609,GWINNETT,Other,34.03566,-83.987793,,,74647
-9365462.159,4007333.5587874,904024,Walgreens 7608,5435 Five Forks Trickum Rd,,Stone Mountain,GA,30087,3045,GWINNETT,Other,33.839966,-84.131378,,,74659
-9366368.411,4022252.60112278,1291218,Jusgo Supermarket,3875 Venture Dr,,Duluth,GA,30096,5042,GWINNETT,Super Store,33.95121,-84.139519,,,74813
-9364083.801,4005159.90235794,903388,CHEVRON FOOD MART,1900 Rockbridge Road,,Stone Mountain,GA,30087,    ,DEKALB,Convenience Store,33.823746,-84.118996,,,74934
-9383098.728,3979975.93228705,903713,DOLLAR TREE 4017,3056 Anvil Block Rd,Ste 100,Ellenwood,GA,30294,2865,CLAYTON,Other,33.635597,-84.28981,,,74974
-9418375.318,3948094.41031845,903760,DOLLAR TREE 4052,2812 Highway 54,,Peachtree City,GA,30269,1026,FAYETTE,Other,33.39682,-84.606705,,,74987
-9378783.428,4048681.80747848,903788,DOLLAR TREE 4152,5620 COMMERCE BLVD,SUITE E,ALPHARETTA,GA,30004,    ,FULTON,Other,34.147923,-84.251045,,,74994
-9394064.923,3992650.36130592,1647378,Discount Food Mart,12 Atlanta Ave SW,,Atlanta,GA,30315,1702,FULTON,Convenience Store,33.730339,-84.388321,,,75006
-9388174.118,3971373.77643463,923608,Costco Wholesale 0579,1700 Mount Zion Rd,,Morrow,GA,30260,3014,CLAYTON,Super Store,33.571236,-84.335403,,,75234
-9366751.461,4021997.08996818,923609,Costco Wholesale 0187,3980 Venture Dr,,Duluth,GA,30096,5077,GWINNETT,Super Store,33.949306,-84.14296,,,75235
-9390353.419,4021744.805151,923610,Costco Wholesale 0188,6350 Peachtree Dunwoody Rd NE,,Atlanta,GA,30328,4527,FULTON,Super Store,33.947426,-84.35498,,,75236
-9414382.733,4029862.31530148,923611,Costco Wholesale 0189,645 Ernest W Barrett Pkwy NW,,Kennesaw,GA,30144,4922,COBB,Super Store,34.007896,-84.570839,,,75237
-9403293.42,4012780.76904047,923738,Costco Wholesale 0631,2900 Cumberland Mall SE,,Atlanta,GA,30339,8107,COBB,Super Store,33.8806,-84.471222,,,75294
-9381713.58,4041042.44388309,923782,Costco Wholesale 0743,2855 Jordan Ct,,Alpharetta,GA,30004,3869,FULTON,Super Store,34.09111,-84.277367,,,75336
-9355214.532,4029064.26933309,886974,Walgreens 05990,2075 Lawrenceville Suwanee Rd,,Suwanee,GA,30024,2645,GWINNETT,Other,34.001953,-84.039322,,,75446
-9361090.865,4035277.82711285,922982,Walgreens 6699,1090 Peachtree Industrial Blvd,,Suwanee,GA,30024,1920,GWINNETT,Other,34.048214,-84.09211,,,75452
-9376720.455,4023056.34443964,886975,Walgreens 06207,5985 Peachtree Pkwy,,Norcross,GA,30092,2818,GWINNETT,Other,33.957199,-84.232513,,,75453
-9393480.607,4006497.68413988,886976,Walgreens 09303,2893 Peachtree Rd NE,,Atlanta,GA,30305,2929,FULTON,Other,33.833729,-84.383072,,,75460
-9373765.813,4015459.3439973,1588587,Majik Market,5964 S Norcross Tucker Rd,,Norcross,GA,30093,1302,GWINNETT,Convenience Store,33.900574,-84.205971,,,75466
-9393110.247,4012502.00476785,886978,Walgreens 10265,4535 Roswell Rd NE,,Atlanta,GA,30342,3100,FULTON,Other,33.878521,-84.379745,,,75543
-9401835.134,3952421.71052458,887014,Walgreens 06371,880 Highway 85 South,,Fayetteville,GA,30215,    ,FAYETTE,Other,33.429268,-84.458122,,,75619
-9405965.31,4030630.73742429,923017,Walgreens 2455,2580 Sandy Plains Rd,,Marietta,GA,30066,5798,COBB,Other,34.013618,-84.495224,,,75636
-9402546.911,4033660.47972231,923018,Walgreens 5337,2988 Shallowford Rd,,Marietta,GA,30066,3033,COBB,Other,34.036175,-84.464516,,,75642
-9388118.124,4021929.58981414,887018,Walgreens 07167,5511 Chamblee Dunwoody Rd,Ste A,Atlanta,GA,30338,    ,DEKALB,Other,33.948803,-84.3349,,,75645
-9380718.161,4040565.12877844,887019,Walgreens 09451,5510 Windward Pkwy,,Alpharetta,GA,30004,3889,FULTON,Other,34.087559,-84.268425,,,75651
-9383094.498,4016401.29902928,923274,Super H Mart,6035 Peachtree Road,,Doraville,GA,30360,    ,DEKALB,Super Store,33.907597,-84.289772,,,75653
-9409665.681,4033059.35628639,923021,Walgreens 5447,3299 Canton Rd,,Marietta,GA,30066,3833,COBB,Other,34.0317,-84.528465,,,75654
-9420304.04,4031668.22973822,923023,Walgreens 5485,2779 Cobb Pkwy NW,,Kennesaw,GA,30152,3437,COBB,Other,34.021343,-84.624031,,,75665
-9426139.63,4010451.10384061,923024,Walgreens 5897,1070 Richard D Sailors Pkwy,,Powder Springs,GA,30127,5221,COBB,Other,33.863224,-84.676453,,,75671
-9420228.454,4021589.14283101,923025,Walgreens 6206,2444 Dallas Hwy SW,,Marietta,GA,30064,2529,COBB,Other,33.946266,-84.623352,,,75677
-9429231.084,4020779.33041772,923027,Walgreens 6325,5230 Dallas Hwy,,Powder Springs,GA,30127,4263,COBB,Other,33.940231,-84.704224,,,75683
-9429363.554,4028483.3946625,923028,Walgreens 6461,1762 Mars Hill Rd NW,,Acworth,GA,30101,8091,COBB,Other,33.997627,-84.705414,,,75689
-9423778.544,4039088.41493205,923034,Walgreens 7338,6090 Lake Acworth Dr NW,,Acworth,GA,30101,5005,COBB,Other,34.076572,-84.655243,,,75700
-9350461.857,4037165.08985789,923691,Costco Wholesale 0366,1550 Mall of Georgia Blvd,,Buford,GA,30519,6551,GWINNETT,Super Store,34.06226,-83.996628,,,75709
-9425446.555,3992985.26421962,923038,Walgreens 10854,2701 Fairburn Rd,,Douglasville,GA,30135,2941,DOUGLAS,Other,33.732841,-84.670227,,,75710
-9357488.121,4013636.01033281,923047,Walgreens 5446,2990 Five Forks Trickum Rd,,Lawrenceville,GA,30044,5872,GWINNETT,Other,33.886978,-84.059746,,,75738
-9346038.689,4014611.61057108,923049,Walgreens 7546,2075 Grayson Hwy,,Grayson,GA,30017,1242,GWINNETT,Other,33.894253,-83.956894,,,75744
-9343126.459,4035451.54540884,923052,Walgreens 7958,2630 Braselton Hwy,,Buford,GA,30519,5215,GWINNETT,Other,34.049507,-83.930733,,,75750
-9340784.075,4028924.48610965,923053,Walgreens 12147,575 Dacula Rd,,Dacula,GA,30019,2125,GWINNETT,Other,34.000912,-83.909691,,,75756
-9355479.472,4003440.43291027,888607,ALDI 71023 71023,3340 Centerville Hwy,,Snellville,GA,30039,6116,GWINNETT,Supermarket,33.810913,-84.041702,,,75947
-9372883.384,4022143.09564226,1590159,Carniceria Y Taqueria Rehoboth,5261 Buford Hwy,Ste 100,Norcross,GA,30071,2632,GWINNETT,Grocery Store,33.950394,-84.198044,,,76577
-9407044.775,4058831.10515435,754791,DOLLAR GENERAL 1280,1750 Marietta Hwy,Ste 170,Canton,GA,30114,8388,CHEROKEE,Other,34.223343,-84.504921,,,76935
-9385244.968,4010176.9542416,754808,QUIKTRIP 797,4040 Buford Hwy NE,,Atlanta,GA,30345,1649,DEKALB,Convenience Store,33.861179,-84.30909,,,76941
-9379197.091,3997353.54971474,754817,ABC CHRISTIAN BOOKS & NATURAL FOODS,4003 Memorial Dr,,Decatur,GA,30032,1804,DEKALB,Other,33.765469,-84.254761,,,76943
-9417166.723,4035595.03630081,756589,Walgreens 07068,4075 Cherokee St NW,,Kennesaw,GA,30144,1278,COBB,Other,34.050575,-84.595848,,,77284
-9364595.091,4020676.01133964,756877,SUPERMERCADO EL TAPATIO,1455 Pleasant Hill Rd,Ste 702,Lawrenceville,GA,30044,3096,GWINNETT,Supermarket,33.939461,-84.123589,,,77321
-9372290.608,4016458.57261239,883614,Carnceria Potosina 2,5824 Singleton Rd,Ste 105,Norcross,GA,30093,2029,GWINNETT,Supermarket,33.908024,-84.192719,,,77387
-9364076.12,4020875.53876309,883703,QUICK MART,3522 CLUB DRIVE,,LAWRENCEVILLE,GA,30044,    ,GWINNETT,Convenience Store,33.940948,-84.118927,,,77567
-9424329.687,3965673.99471795,885334,Flash Foods LLC 2745162,9140 Roosevelt Hwy,,Palmetto,GA,30268,1848,FULTON,Convenience Store,33.528564,-84.660194,,,77597
-9415923.395,4008198.57972113,948090,Hebys Shell,4360 Floyd Rd SW,,Mableton,GA,30126,1314,COBB,Convenience Store,33.84642,-84.584679,,,77599
-9402585.094,4058442.83723269,758937,Dollar General 6891,1883 Hickory Flat Hwy,,Canton,GA,30115,1304,CHEROKEE,Other,34.220459,-84.464859,,,77994
-9386940.141,3995618.38040387,937848,STOP N SAVE,1932 HOSEA WILLIAMS RD,,ATLANTA,GA,30317,    ,DEKALB,Convenience Store,33.75251,-84.324318,,,78035
-9364331.709,4020638.03845875,936533,Family Dollar 8213,1455 Pleasant Hill Rd,,Lawrenceville,GA,30044,    ,GWINNETT,Other,33.939178,-84.121223,,,78076
-9411867.136,4019804.27704713,936753,TEXACO FOOD MART,824 S Cobb Dr SE,,Marietta,GA,30060,3152,COBB,Convenience Store,33.932964,-84.548241,,,78109
-9380874.454,3989731.55100066,950593,Roses 1895,2732 Candler Rd,,Decatur,GA,30034,1410,DEKALB,Other,33.70853,-84.269829,,,78184
-9397897.764,3965184.05065077,938698,Dollar General 12190,8446 Highway 85,,Jonesboro,GA,30238,4306,FAYETTE,Other,33.524895,-84.422752,,,78203
-9399942.035,3998278.61638219,939094,SOUTHEASTERN MEATS  & FISH,1624 Donald Lee Hollowell Pkwy NW,,Atlanta,GA,30318,5004,FULTON,Grocery Store,33.772377,-84.441116,,,78661
-9393946.813,4005966.06368008,938430,PEACHTREE ROAD FARMERS MARKET,2744 Peachtree Rd,,Atlanta,GA,30305,    ,FULTON,Farmers and Markets,33.829762,-84.38726,,,78674
-9382332.628,4028529.58426104,938508,Dollar Tree 4296,2632 Holcomb Bridge Rd,,Alpharetta,GA,30022,5305,FULTON,Other,33.997971,-84.282928,,,78739
-9416235.09,4009646.77156558,904436,Dollar Tree 614,1133 EAST WEST CONNECTOR,,AUSTELL,GA,30106,    ,COBB,Other,33.857224,-84.587479,,,79033
-9435312.022,3993019.53141537,904440,Dollar Tree 269,7003 Concourse Pkwy,Ste Q,Douglasville,GA,30134,4553,DOUGLAS,Other,33.733097,-84.75885,,,79034
-9410642.399,4014172.68074423,905800,Dollar Tree 862,2552 S Cobb Dr SE,Ste E,Smyrna,GA,30080,1871,COBB,Other,33.89098,-84.537239,,,79296
-9372562.338,4005019.33914477,905883,Citgo Food Mart,1452 N Hairston Rd,,Stone Mountain,GA,30083,1900,DEKALB,Convenience Store,33.822697,-84.19516,,,79472
-9380991.673,3989129.78661863,941253,South New Orleans Seafood,3548 Flat Shoals Rd,,Decatur,GA,30034,1601,DEKALB,Specialty Store,33.704033,-84.270882,,,79519
-9432707.257,3991953.41440446,906134,SHELL FOOD MART,2959 chapel hill road,,douglasville,GA,30135,    ,DOUGLAS,Convenience Store,33.725132,-84.735451,,,79646
-9432479.609,3991844.59973976,942974,ALDI 76011,2990 Chapel Hill Rd,,Douglasville,GA,30135,1764,DOUGLAS,Supermarket,33.724319,-84.733406,,,79681
-9342871.649,4035514.55757233,940735,Dollar General 30422,1941 Auburn Rd,,Dacula,GA,30019,1156,GWINNETT,Other,34.049976,-83.928444,,,79747
-9423607,3995907.44549858,942122,Petes Convenience Store,1870 Lee Rd,,Lithia Springs,GA,30122,3059,DOUGLAS,Convenience Store,33.754669,-84.653702,,,79843
-9401409.671,3986993.69048026,762104,WAYFIELD FOODS 18,2020 Headland Dr,,East Point,GA,30344,2135,FULTON,Super Store,33.688068,-84.4543,,,80013
-9409759.969,4002796.01654722,760185,Walgreens 09452,855 Veterans Memorial Hwy SE,,Mableton,GA,30126,2733,COBB,Other,33.806103,-84.529312,,,80032
-9375302.134,4012824.74978652,760446,QUIKTRIP 739,4330 Chamblee Tucker Rd,,Tucker,GA,30084,2105,DEKALB,Convenience Store,33.880928,-84.219772,,,80069
-9371799.689,4011316.36035888,759597,SUPERMERCADO EL TAPATIO 2,4142 Jimmy Carter Blvd,,Norcross,GA,30093,7400,GWINNETT,Supermarket,33.869678,-84.188309,,,80227
-9419783.399,4001769.31237976,1649335,Petro Mart,208 Maxham Rd,Ste B,Austell,GA,30168,5511,COBB,Convenience Store,33.798439,-84.619354,,,80298
-9368987.647,4000273.62894731,953804,Family Dollar 8346,319 N Stone Mtn Lithonia Rd,,Stone Mountain,GA,30088,1527,DEKALB,Other,33.787273,-84.163048,,,80381
-9373538.165,4008556.9914868,953914,CHEVRON FOOD MART,4519 HUGH HOWELL RD,,TUCKER,GA,30084,    ,DEKALB,Convenience Store,33.849094,-84.203926,,,80406
-9377810.162,4003514.52301795,953998,A One Asian Market,926 Montreal Rd,Ste 10,Clarkston,GA,30021,1368,DEKALB,Grocery Store,33.811466,-84.242302,,,80410
-9393281.901,4007337.17742497,760936,Whole Foods Market 10206,43 W Paces Ferry Rd NW,,Atlanta,GA,30305,1301,FULTON,Super Store,33.839993,-84.381287,,,80460
-9399892.832,3986362.50420564,952559,Shell East Point,2641 Main St,,Atlanta,GA,30344,6933,FULTON,Convenience Store,33.68335,-84.440674,,,80585
-9368136.609,4058849.54955764,953239,CVS PHARMACY 5355,603 Canton Hwy,,Cumming,GA,30030,    ,DEKALB,Other,34.22348,-84.155403,,,80588
-9390263.473,3971578.59461638,1594010,Supermercado Talpa 11,1096 Mount Zion Rd,,Morrow,GA,30260,2213,CLAYTON,Super Store,33.572769,-84.354172,,,80697
-9387462.452,4036079.39858723,1628101,San Miguel #3,11235 Alpharetta Hwy,Ste 103,Roswell,GA,30076,1461,FULTON,Convenience Store,34.05418,-84.32901,,,80807
-9366832.947,4023486.89176261,761799,KROGER 636,3093 Steve Reynolds Blvd,,Duluth,GA,30096,    ,GWINNETT,Super Store,33.960407,-84.143692,,,80828
-9406640.463,3978315.4396737,762095,WAYFIELD FOODS 17,3435 ROOSEVELT HWY,,ATLANTA,GA,30349,    ,FULTON,Super Store,33.623177,-84.501289,,,80994
-9352583.384,3971022.53441213,954868,Dollar Tree 4300,4489 Highway 20 SE,Ste A101,Conyers,GA,30013,    ,ROCKDALE,Other,33.568607,-84.015686,,,81028
-9405020.876,3987196.37845781,1295151,Dollar General 19080,2975 Headland Dr SW,Ste A,Atlanta,GA,30311,5416,FULTON,Other,33.689583,-84.48674,,,81135
-9387408.128,4007745.1526363,1295152,Dollar General 19081,3349 Buford Hwy NE,,Brookhaven,GA,30329,7300,DEKALB,Other,33.843037,-84.328522,,,81136
-9389871.963,4028481.91767261,1295153,Dollar General 19083,8775 Roswell Rd,,Atlanta,GA,30350,1842,FULTON,Other,33.997616,-84.350655,,,81137
-9376480.117,3986110.33370265,1295155,Dollar General 19087,4824 Flat Shoals Pkwy,,Decatur,GA,30034,5205,DEKALB,Other,33.681465,-84.230354,,,81138
-9375502.62,4019541.70981174,1295156,Dollar General 19089,6355 Jimmy Carter Blvd,,Norcross,GA,30071,2378,GWINNETT,Other,33.931007,-84.221573,,,81139
-9396222.183,3986132.27298569,1295161,Dollar General 19011,2690 Metropolitan Pkwy SW,,Atlanta,GA,30315,7902,FULTON,Other,33.681629,-84.4077,,,81144
-9380363.163,3995496.27635331,1295168,Dollar General 19085,1291 Columbia Dr,,Decatur,GA,30032,2800,DEKALB,Other,33.751598,-84.265236,,,81148
-9388530.006,3975022.97090768,1295169,Dollar General 19088,5745 Joneboro Rd,,Lake City,GA,30260,3805,CLAYTON,Other,33.598545,-84.3386,,,81149
-9375787.153,4001547.07732701,1295170,Dollar General 23644,5209 Memorial Dr,,Stone Mountain,GA,30083,3112,DEKALB,Other,33.79678,-84.224129,,,81150
-9347504.544,4017106.30718026,1292840,Grayson Caribbean Market,1365 Grayson Highway,Ste 111,Lawrenceville,GA,30045,3004,GWINNETT,Convenience Store,33.912853,-83.970062,,,81275
-9387369.834,4007801.84679377,1294339,Sinfonia Del Mar 1 Llc,3326 Buford Hwy NE,,Brookhaven,GA,30329,1710,DEKALB,Convenience Store,33.84346,-84.328178,,,81343
-9393140.08,3995866.60908953,1293354,Parks Meat Market Llc Dba Country Meat Market,209 Edgewood Ave SE,Ste 124,Atlanta,GA,30303,3012,FULTON,Specialty Store,33.754364,-84.380013,,,81495
-9385922.681,4013531.14664123,1293668,Whole Foods Market 10649,5001 Peachtree Blvd,Ste 300,Atlanta,GA,30341,2804,DEKALB,Super Store,33.886196,-84.315178,,,81586
-9408925.963,4036761.70584439,1293673,Race Trac 2452,4410 Canton Rd,,Marietta,GA,30066,    ,COBB,Convenience Store,34.059258,-84.52182,,,81589
-9376849.586,3997320.74255285,1293899,M N Food Mart Llc,1026 Holcombe Rd,Suite A,Decatur,GA,30032,2305,DEKALB,Convenience Store,33.765224,-84.233673,,,81616
-9396082.032,3994791.52572217,1293971,Northside Texaco,296 Northside Dr SW,Ste A,Atlanta,GA,30313,1228,FULTON,Convenience Store,33.746334,-84.406441,,,81626
-9431130.083,4005145.56456323,1293055,Family Dollar 11748,5380 Brownsville Rd,,Powder Springs,GA,30127,3051,COBB,Other,33.823639,-84.721283,,,81760
-9366889.052,4054070.75931241,1293108,Aagnee Food Mart & Vape,3671 Hutchinson Rd,,Cumming,GA,30040,8500,FORSYTH,Convenience Store,34.187977,-84.144196,,,81796
-9370596.214,3985970.00354678,1293174,Dollar Tree 7322,3590 Panola Rd,,Stonecrest,GA,30038,2731,DEKALB,Other,33.680416,-84.177498,,,81866
-9370632.726,4019516.62066765,1293254,Chevron Food Mart 1,1925 Indian Trail Rd,,Norcross,GA,30071,3602,GWINNETT,Convenience Store,33.93082,-84.177826,,,81910
-9390124.213,4003905.48019729,1040730,Mercado Acapulco Llc,2179 Cheshire Bridge Rd NE,,Atlanta,GA,30324,4275,FULTON,Grocery Store,33.814384,-84.352921,,,82020
-9391875.38,3994556.57383337,1040757,CHEVRON FOOD MART,371 Boulevard SE,,Atlanta,GA,30312,3364,FULTON,Convenience Store,33.744579,-84.368652,,,82023
-9413157.996,4019827.89095217,1040957,Marietta Halal Meat & Groceries,803 Powder Springs St,Ste 6,Marietta,GA,30064,3649,COBB,Other,33.93314,-84.559837,,,82038
-9405517.694,4059578.32944399,943666,Chevron At Canton,370 Marietta Rd,,Canton,GA,30114,3723,CHEROKEE,Convenience Store,34.228893,-84.491203,,,82055
-9368823.673,4052052.86552421,943667,Citgo At Cumming Square,1410 Atlanta Hwy,,Cumming,GA,30040,6467,FORSYTH,Convenience Store,34.172981,-84.161575,,,82056
-9409831.325,3997312.57425365,1039919,Chevron Food Mart,4340 Fulton Industrial Blvd SW,,Atlanta,GA,30336,1930,FULTON,Convenience Store,33.765163,-84.529953,,,82194
-9372581.819,4005482.97648904,1040346,Texaco Food Mart,1525 Mountain Industrial Blvd,,Stone Mountain,GA,30083,1305,DEKALB,Convenience Store,33.826157,-84.195335,,,82251
-9367923.433,4043869.78038184,907545,CVS Pharmacy 4113,3095 Old Atlanta Rd,,Cumming,GA,30041,2737,FORSYTH,Other,34.112141,-84.153488,,,82331
-9363513.066,4017143.19521917,1039248,Alfurat Market,550 Pleasant Hill Rd NW,Ste B206,Lilburn,GA,30047,8751,GWINNETT,Grocery Store,33.913128,-84.113869,,,82490
-9414125.363,3949499.32538658,1039314,Walgreens 12554,100 S Peachtree Pkwy,,Peachtree City,GA,30269,1705,FAYETTE,Other,33.407356,-84.568527,,,82543
-9369849.705,4045546.53697176,1039343,Dollar Tree 2021,1455 Peachtree Pkwy,,Cumming,GA,30041,9791,FORSYTH,Other,34.124611,-84.170792,,,82677
-9371709.631,4051907.6868095,945336,CVS PHARMACY 191,5510 Castleberry Rd,,Cumming,GA,30040,8054,FORSYTH,Other,34.171902,-84.1875,,,82733
-9394593.134,4003045.87430886,945371,CVS PHARMACY 2082,1943 Peachtree Rd NE,,Atlanta,GA,30309,1230,FULTON,Other,33.807968,-84.393066,,,82787
-9380902.506,4044791.49528408,945376,CVS PHARMACY 2945,13933 Alpharetta Hwy,,Milton,GA,30004,    ,FULTON,Other,34.118996,-84.270081,,,82799
-9370295.54,4049199.01117282,945381,CVS PHARMACY 3882,450 Peachtree Pkwy,,Cumming,GA,30041,6818,FORSYTH,Other,34.151768,-84.174797,,,82804
-9375207.067,4056865.80372219,945388,CVS PHARMACY 4682,4895 Post Rd,,Cumming,GA,30040,4978,FORSYTH,Other,34.208744,-84.218918,,,82821
-9403909.128,3983119.75892618,945129,Dollar General 12311,3492 Washington Rd,,EAST POINT,GA,30344,    ,FULTON,Other,33.659107,-84.476753,,,82859
-9380538.937,3965409.18998745,945133,Dollar General 12371,1005 Brentwood Pkwy,Ste 106,Stockbridge,GA,30281,7156,HENRY,Other,33.526581,-84.266815,,,82865
-9389631.513,3976906.48151275,945139,Dollar General 12309,5220 Jonesboro Rd,,Morrow,GA,30260,3403,CLAYTON,Other,33.612637,-84.348495,,,82883
-9373010.733,3950323.47216649,907841,CVS Pharmacy 79,2098 Highway 20 W,,McDonough,GA,30253,7203,HENRY,Other,33.413536,-84.199188,,,82888
-9351163.393,4043228.05276033,945157,CVS PHARMACY 5653,1950 Buford Hwy,,Buford,GA,30518,3673,GWINNETT,Other,34.107368,-84.00293,,,82901
-9359106.038,4037353.61833208,945162,CVS PHARMACY 5789,485 Peachtree Industrial Blvd,,Suwanee,GA,30024,3015,GWINNETT,Other,34.063663,-84.07428,,,82908
-9391865.249,3990502.50311336,1039689,Carniceria Y Tienda El Progreso 14,1460 Boulevard Se,,Atlanta,GA,30315,3038,FULTON,Grocery Store,33.714291,-84.368561,,,82929
-9396819.189,3971642.85990968,907956,Walgreens 11758,6665 Highway 85,,Riverdale,GA,30274,2346,CLAYTON,Other,33.57325,-84.413063,,,82987
-9383270.272,4014319.92755289,1650863,Supermercado La Favorita,3245 Chamblee Dunwoody Rd,Ste B100,Atlanta,GA,30341,2994,DEKALB,Grocery Store,33.892078,-84.291351,,,83059
-9366791.313,3990902.2516408,860091,Dollar Tree 3291,6746 Covington Hwy,Ste 110,Lithonia,GA,30058,4000,DEKALB,Other,33.717278,-84.143318,,,83134
-9348377.622,3978951.39877432,763589,Food Depot 43,2300 Salem Rd SE,,Conyers,GA,30013,2020,ROCKDALE,Supermarket,33.627934,-83.977905,,,83467
-9349393.413,4021926.50333552,859498,Super Mercado Jalisco 2,134 S Clayton St,,Lawrenceville,GA,30046,5743,GWINNETT,Supermarket,33.94878,-83.98703,,,83468
-9354934.229,3953396.13622867,955096,Dollar General 12163,3540 Highway 81 E,,McDonough,GA,30252,7116,HENRY,Other,33.436573,-84.036804,,,83493
